molecule_chembl_id,canonical_smiles,standard_value,actual,predicted
CHEMBL5857704,Cc1cc(OCCCN2CCN(C(C)C)CC2)c2oc3cc(Oc4ccc(CCC(=O)NC5CCCC5)nc4)ccc3c(=O)c2c1,5500,active,active
CHEMBL5857729,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNC3CCS(=O)(=O)C3)ccc1N2,3.52,active,inactive
CHEMBL5857743,COc1cc(OC)cc(/C(O)=C2/C=Cc3ncc(-c4cnn(C)c4)nc3N2CCO)c1,1000,active,active
CHEMBL5857811,O=C(Nc1ccc(Oc2ccnc3cc(OCCCN4CCCCC4)c4c(c23)OCCO4)cc1Cl)NC1CC1,50,active,inactive
CHEMBL5857889,CCOC(=O)[C@H]1C[C@@H](NCc2ccc3c(c2)NC(=O)c2c(Nc4cc(O)c(C)cc4F)ccnc2N3)C1,0.419,active,inactive
CHEMBL5858155,Nc1ncnc2c1c(-c1[nH]c3cc(C(=O)NC4CC4)ccc3c1Cl)nn2C1CCOC1,652,active,active
CHEMBL5858251,CCN1CCN(c2ccc3[nH]c(-c4cc(CCc5cc(OC)cc(OC)c5)[nH]n4)nc3c2)CC1,81.6,active,inactive
CHEMBL5858326,COc1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)cc(-c2cnn(C)c2)n1,2392,active,active
CHEMBL5858704,Cc1cc(OC2CCN(C)C2)c2oc3cc(Oc4ccc(CCC(=O)NC5CCCC5)nc4)ccc3c(=O)c2c1,10000,active,inactive
CHEMBL5858775,COc1cc(NC(=O)Nc2ccc(Nc3ncnc4cc(OC)c5c(c34)OCCO5)cc2Cl)ccn1,50,active,inactive
CHEMBL5859088,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CN4CCC5(O)CCCCC5C4)ccc2N3)cc1O,0.791,active,inactive
CHEMBL5859302,COC(=O)CCCC[S@](C)(=O)=NC(=O)c1cnc(N)c(-c2cc3cc(NC(=O)Nc4cccc(C)c4)ccc3s2)c1,16,active,inactive
CHEMBL5860449,O=C(Nc1cc(Nc2ncccc2-c2ncnc3[nH]cnc23)ccc1F)c1cc([N+](=O)[O-])cc(C(F)(F)F)c1,1000,active,inactive
CHEMBL5860954,COc1cccc(NC(=O)Nc2ccc(Oc3ncnc4cc(OC)c5c(c34)OCCO5)c(Cl)c2)c1,50,active,inactive
CHEMBL5860972,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CN4CCCC(OCC5CCC5)C4)ccc2N3)cc1O,3.36,active,inactive
CHEMBL5861469,Cc1nc2cc(Cl)c(-c3cc4cnc(Nc5ccc(N6CCC(N(C)C)CC6)cc5)nc4n4cnnc34)cc2[nH]1,29,active,inactive
CHEMBL5861595,COc1cc(OC)cc(N(Cc2ncc[nH]2)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1,20,active,inactive
CHEMBL5862373,COCCOCCCNCc1ccc2c(c1)NC(=O)c1c(Nc3cc(O)ccc3C)ccnc1N2,10.9,active,inactive
CHEMBL5862715,CNC(=O)c1ccccc1Sc1ccc2c(C#Cc3ccc(NC(=O)OCCOC)cc3)n[nH]c2c1,7.6,active,active
CHEMBL5862828,Cc1cccc(C(=O)Nc2ccc3sc(-c4cc(C(=O)N=S(C)(C)=O)cnc4N)cc3c2)c1,131,active,inactive
CHEMBL5863113,Cc1csc(NC(=O)c2cc3ccc(-c4nn(C(C)(C)C)c5ncnc(N)c45)cc3[nH]2)n1,30000,active,active
CHEMBL5863185,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CNC4CC(OC(C)C)C4)ccc2N3)cc1O,0.503,active,inactive
CHEMBL5863427,COc1cc2c(Nc3ccc(F)c(Cl)c3F)ncnc2cc1OC[C@H]1C[C@@H]2CN(C)C[C@@H]2C1,525,active,inactive
CHEMBL5863444,CCN(CCO)Cc1ccc2c(c1)NC(=O)c1c(Nc3cc(O)c(C)cc3F)ccnc1N2,0.582,active,inactive
CHEMBL5863562,Cc1cc(OC2CCCN(C)C2)c2oc3cc(Oc4ccc(CCC(=O)NC5CCCC5)nc4)ccc3c(=O)c2c1,10000,active,active
CHEMBL5863753,COc1cc2c(Nc3ccc(F)c(C(F)(F)F)c3)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,50,active,inactive
CHEMBL5864089,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNCC(F)(F)F)ccc1N2,8.66,active,inactive
CHEMBL5864726,COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccccc4)c(Cl)c3)c2c2c1OCCO2,50,active,inactive
CHEMBL5864812,CNC(=O)c1cc2ccc(-c3nn(C4CCC4)c4ncnc(N)c34)cc2[nH]1,7590,active,active
CHEMBL5865064,CNC(=O)c1ccccc1Sc1ccc2c(C#Cc3cccc(NCCOCCOC)c3)n[nH]c2c1,9.9,active,active
CHEMBL5865365,O=C(Nc1ccc(Oc2ncnc3cc(OCCCN4CCOCC4)c4c(c23)OCCO4)cc1)Nc1cccc2ccccc12,50,active,active
CHEMBL5865447,CNC(=O)c1ccccc1Sc1ccc2c(C#Cc3cncc(NC(=O)NCCOCCOCCOC)c3)n[nH]c2c1,8.9,active,active
CHEMBL5866030,CC(C)(C)n1nc(-c2ccc3cc(C(=O)NOCC4CC4)[nH]c3c2)c2c(N)ncnc21,30000,active,active
CHEMBL5866093,COc1cc(CCc2cc(-c3nc4ccc(-c5ccn(CCN6CCOCC6)n5)cc4[nH]3)n[nH]2)cc(OC)c1,88.1,active,active
CHEMBL5867213,Cc1cc(OCCN2C[C@@H](C)N(C)[C@@H](C)C2)c2oc3cc(Oc4ccc(CCC(=O)NC5CCCC5)nc4)ccc3c(=O)c2c1,10000,active,active
CHEMBL5867235,CC(C)(C)n1nc(-c2ccc3cc(C(=O)Nc4ncns4)[nH]c3c2)c2c(N)ncnc21,8240,active,active
CHEMBL5867713,CN(C)c1cccc(C(=O)Nc2ccc(F)c(Nc3ncccc3-c3ncnc4[nH]cnc34)c2F)c1,347,active,active
CHEMBL5867783,COc1cc(OC)cc(C(=O)c2ccc3ncc(-c4cnn(C)c4)nc3n2)c1,1000,active,inactive
CHEMBL5868066,Cc1cccc(NC(=O)Nc2ccc3sc(-c4cc(C(N)=O)cnc4N)cc3c2)c1,35,active,inactive
CHEMBL5869013,COc1cc(OC)c(F)c(N(CC(N)=O)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1,53.7,active,active
CHEMBL5869889,Nc1ncccc1-c1cc2cc(NC(=O)c3ccccc3)ccc2s1,1488,active,inactive
CHEMBL5870272,Nc1ncc(C(=O)N=S2(=O)CCOCC2)cc1C#Cc1cccc(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)c1,39,active,active
CHEMBL5871198,Cc1ccoc1C(=O)Nc1cccc(C#Cc2cc(C(=O)N=S3(=O)CCN(C(=O)OC(C)(C)C)CC3)cnc2N)c1,3,active,active
CHEMBL5871337,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(C(=O)N4CCCC(O)C4)ccc2N3)cc1O,3.01,active,inactive
CHEMBL5871407,CC(C)n1nc(-c2ccc3cc(C(=O)Nc4ccn(C)n4)[nH]c3c2)c2c(N)ncnc21,11600,active,active
CHEMBL5872024,COc1cc(OC)c(Cl)c(-c2ccc3c(NC(=O)c4ccc(N5C[C@@H](C)N[C@@H](C)C5)cc4)n[nH]c3c2)c1Cl,200,active,active
CHEMBL5872829,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CN4CCC[C@@H](O)C4)ccc2N3)cc1O,0.904,active,inactive
CHEMBL5873592,CNC(=O)c1ccc2c(Cl)c(-c3nn(CCN)c4ncnc(N)c34)[nH]c2c1,30000,active,active
CHEMBL5873829,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CN4CCC(CO)C4)ccc2N3)cc1O,0.981,active,inactive
CHEMBL5873932,COCCNC(=O)c1cc2ccc(-c3nn(C(C)(C)C)c4ncnc(N)c34)cc2[nH]1,41500,active,active
CHEMBL5874162,COc1cc2ncnc(Nc3ccc(NC(=O)NC4CCCC4)c(Cl)c3)c2c2c1OCCO2,275,active,active
CHEMBL5874278,COP(=O)(OC)c1cnc(N)c(-c2ccc(NC(=O)Nc3ccccc3)cc2)c1,891,active,inactive
CHEMBL5874376,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNC3CCCNC3=O)ccc1N2,10.1,active,active
CHEMBL5874593,O=C(Nc1ccc(F)cc1)C1(C(=O)Nc2ccc(Oc3ccnc4cc(OCCCO)c5c(c34)OCCO5)c(F)c2)CC1,50,active,active
CHEMBL5874764,COc1cc(C(=O)Nc2cc(Nc3ncccc3-c3ncnc4[nH]cnc34)ccc2F)cc(C(F)(F)F)c1,1100,active,active
CHEMBL5874808,O=C(Nc1cc(F)c(F)c(C(=O)c2ccc3ncc(N4CCOCC4)nc3c2)c1)c1cccc(C(F)(F)F)c1,100,active,active
CHEMBL5874837,CC(C)n1nc(-c2cc3ccc(-c4nncs4)cc3[nH]2)c2c(N)ncnc21,3000,active,active
CHEMBL5875351,COC(=O)CCCS(C)(=O)=NC(=O)c1c[nH]c(-c2cc(Oc3ccc(NC(=O)Nc4cccc(C)c4)cc3)ccn2)c1,25,active,active
CHEMBL5875786,CC(C)(O)COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c2c2c1OCCO2,50,active,active
CHEMBL5875814,Cc1cc(OCCN(C)C)c2oc3cc(Oc4ccc(CCC(=O)N5CCOCC5)nc4)ccc3c(=O)c2c1,10000,active,inactive
CHEMBL5875866,Cc1ccoc1C(=O)Nc1cccc(C#Cc2cncc(C(=O)N=S3(=O)CCN(C(=O)NCCCC(=O)O)CC3)c2)c1,2,active,active
CHEMBL5875959,COc1cc(CCc2cc(-c3nc4ccc(N5CCN(C(=O)N6CCOCC6)CC5)cc4[nH]3)n[nH]2)cc(OC)c1,44,active,inactive
CHEMBL5876126,O=C(Nc1ccc(F)c(C(=O)c2ccc3nccnc3c2)c1)Nc1ccc(Cl)c(C(F)(F)F)c1,100,active,active
CHEMBL5876447,CCOCCC(C)NCc1ccc2c(c1)NC(=O)c1c(Nc3cc(O)ccc3C)ccnc1N2,6.31,active,inactive
CHEMBL5876628,CC(C)(C)n1nc(-c2cc3cc(F)ccc3[nH]2)c2c(N)ncnc21,30000,active,active
CHEMBL5876717,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNC3CCOC3)ccc1N2,5.68,active,inactive
CHEMBL5877206,CC1(O)CCN(CCCOc2cc3nccc(Oc4ccc(NC(=O)NC5CC5)c(Cl)c4)c3c3c2OCCO3)CC1,50,active,inactive
CHEMBL5877431,O=C(Nc1cc(Nc2ncccc2-c2ncnc3[nH]cnc23)ccc1Cl)c1cccc(C(F)(F)F)c1,89,active,active
CHEMBL5877672,COc1ccc(C(=O)Nc2ccc(F)c(Nc3ncccc3-c3ncnc4[nH]cnc34)c2F)cc1,2500,active,active
CHEMBL5877853,CC(C)(C)n1nc(-c2ccc3cc(C(=O)Nc4ccn(CCF)n4)[nH]c3c2)c2c(N)ncnc21,30000,active,active
CHEMBL5878808,CS(C)(=O)=NC(=O)c1cncc(-c2cc3cc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)ccc3s2)c1,7,active,active
CHEMBL5878921,CC(C)(C#N)c1cccc(C(=O)Nc2ccc(F)c(Nc3ncccc3-c3ncnc4[nH]cnc34)c2)c1,10,active,inactive
CHEMBL5879862,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CN4CCN(CCO)CC4)ccc2N3)cc1O,0.977,active,inactive
CHEMBL5879923,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1cnn(-c2ccccc2)c1,10500,active,active
CHEMBL5880732,CNC(=O)c1ccc2c(Cl)c(-c3nn(C(C)C)c4ccnc(N)c34)[nH]c2c1,3470,active,active
CHEMBL5880802,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(F)c(Nc4ncccc4-c4ncnc5[nH]cnc45)c3F)cc2C(F)(F)F)CC1,6060,active,active
CHEMBL5881113,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNCCCCO)ccc1N2,12,active,inactive
CHEMBL5881155,CCOC(=O)C1=C(C(F)(F)F)NC2=C(C(=O)CC(C)(C)C2)C1c1ccc(S(=O)(=O)c2ccccc2)cc1,2.1,active,active
CHEMBL5881183,COc1cc2c(Nc3ccc(F)c(Cl)c3F)ncnc2cc1OC[C@H]1CN2CCOCC2CO1,50,active,active
CHEMBL5881440,CC(C)(C#N)c1cc(F)cc(C(=O)Nc2cc(Nc3ncccc3-c3ncnc4[nH]ccc34)ccc2F)c1,87,active,inactive
CHEMBL5881624,CNC(=O)c1ccccc1Sc1ccc2c(C#Cc3ccc(NC(=O)NCCOCCOCCOCCOC)cn3)n[nH]c2c1,5.7,active,active
CHEMBL5881973,Cc1ccoc1C(=O)Nc1cccc(C#Cc2cc(C(=O)N=S3(=O)CCOCC3)cnc2N)c1,7,active,active
CHEMBL5882113,CN(C)CCCCCCOc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3)c2c2c1OCCO2,275,active,inactive
CHEMBL5882387,COc1cc(OC)c(Cl)c(-c2cc3cnc(Nc4ccc(N5CC6CCC(C5)N6)cc4)nc3n3cnnc23)c1,2.4,active,active
CHEMBL5882706,CCc1cccc(NC(=O)Nc2ccc3sc(-c4cc(B5OC(C)(C)C(C)(C)O5)cnc4N)cc3c2)c1,18,active,inactive
CHEMBL5883105,CC(C)(C)n1nc(-c2cc3ccc(C(N)=O)cc3[nH]2)c2c(N)ncnc21,26600,active,active
CHEMBL5883449,CNc1c(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccnc1-c1cnn(C)c1,656,active,inactive
CHEMBL5883502,COc1cc2nccc(Oc3cc(Cl)c(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c2c2c1OCCO2,5000,active,active
CHEMBL5883546,COCCCOc1cc2ncnc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2c2c1OCCO2,50,active,inactive
CHEMBL5883677,CCN1CCN(c2ccc(Nc3ncc4cc(-c5cc6[nH]c(C)nc6cc5Cl)c5nncn5c4n3)cc2)CC1,9,active,inactive
CHEMBL5883812,Cc1cccc(-c2nc3n(c2-c2ccnc(Nc4ccc(S(N)(=O)=O)cc4)c2)C2CCC3C2)n1,1001,active,inactive
CHEMBL5883909,Cc1cc(OCCN(C)C)c2oc3cc(Oc4ccc(CCC(=O)N5CCCC5)nc4)ccc3c(=O)c2c1,10000,active,active
CHEMBL5884026,COc1cc(Nc2ncccc2-c2ncnc3[nH]cnc23)ccc1NC(=O)c1cccc(C(F)(F)F)c1,1495,active,inactive
CHEMBL5884056,Cn1cc(-c2cc(Oc3ccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3)ccn2)cn1,188,active,active
CHEMBL5884073,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1CN2CCOCC2CO1,50,active,active
CHEMBL5885572,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CN4CC[C@H](N)C4)ccc2N3)cc1O,2.2,active,active
CHEMBL5885859,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(N2CCCC2)no1,525,active,inactive
CHEMBL5886028,CCC(C)n1nc(-c2[nH]c3ncccc3c2Cl)c2c(N)ncnc21,30000,active,inactive
CHEMBL5886043,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNCCF)ccc1N2,5.14,active,inactive
CHEMBL5886076,Nc1ncnc2c1c(-c1[nH]c3cc(C(=O)NC4CC4)ccc3c1Cl)nn2C1CCC(O)C1,245,active,active
CHEMBL5886241,O=C(Nc1ccc(F)c(Nc2ncccc2-c2ncnc3[nH]cnc23)c1F)c1cc(N2CCSCC2)cc(C(F)(F)F)c1,4980,active,inactive
CHEMBL5886394,CC1(N)CCN(CCCOc2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)cc4F)c3c3c2OCCO3)CC1,50,active,inactive
CHEMBL5886819,CNC(=O)c1ccccc1Sc1ccc2c(C#Cc3ccc(NCCOCCOC)cc3)n[nH]c2c1,3.7,active,active
CHEMBL5886929,COc1cc2nccc(Oc3ccc(Nc4nccc5[nH]cc(-c6ccc(F)cc6)c(=O)c45)cc3F)c2cc1OCC(C)(C)O,36.4,active,inactive
CHEMBL5887076,COCCOc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)c(F)c3)c2c2c1OCCO2,50,active,inactive
CHEMBL5887112,CNC(=O)Nc1ccc(Oc2ccnc3cc(OC)c4c(c23)OCCO4)cc1Cl,50,active,active
CHEMBL5887244,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNCCN(C)C)ccc1N2,6.51,active,inactive
CHEMBL5887275,COCCOc1cc2ncnc(Nc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2c2c1OCCO2,50,active,active
CHEMBL5887837,NC(=O)c1nnc2ccc(-c3c(-c4ccc(F)cn4)nc4n3[C@@H]3CC[C@H]4C3)cn12,1346,active,inactive
CHEMBL5888240,COc1cc(OC)c(Cl)c(-c2cc3cnc(Nc4ccc(N5C[C@@H](C)N[C@@H](C)C5)c(F)c4)nc3n3cnnc23)c1,2.6,active,active
CHEMBL5888405,Nc1ncnc2c1c(-c1[nH]c3ccccc3c1Cl)nn2C1CCC(N2CCOCC2)CC1,26100,active,inactive
CHEMBL5888605,COc1cc2ncnc(Nc3ccc(NC(=O)Nc4ccccn4)c(Cl)c3)c2c2c1OCCO2,5000,active,inactive
CHEMBL5888635,CN(C)CCNC(=O)c1ccc2c(Cl)c(-c3nn(C(C)(C)C)c4ncnc(N)c34)[nH]c2c1,30000,active,active
CHEMBL5888866,CN1CCN(CCCOc2cc3nccc(Oc4ccc(NC(=O)Nc5ccc(Cl)c(C(F)(F)F)c5)cc4)c3c3c2OCCO3)CC1,50,inactive,inactive
CHEMBL5888997,CCN(CCN)Cc1ccc2c(c1)NC(=O)c1c(Nc3cc(O)c(C)cc3F)ccnc1N2,0.714,inactive,inactive
CHEMBL5889085,CC(C)(C)n1nc(-c2cc3c(Cl)cccc3[nH]2)c2c(N)ncnc21,30000,inactive,active
CHEMBL5889358,CNC(=O)c1ccccc1Sc1ccc2c(C#Cc3ccc(NC(=O)COCCOCCOCCOC)cn3)n[nH]c2c1,4.3,inactive,active
CHEMBL5890082,Cc1cc(OCCN(C)C)c2sc3cc(Oc4ccc(CCC(=O)NC5CCCC5)nc4)ccc3c(=O)c2c1,10000,inactive,active
CHEMBL5890310,CC(C)(O)COc1ccc2c(Oc3ccc(Nc4nccc5c4c(=O)c(-c4ccc(F)cc4)cn5CC4CO4)cc3F)ccnc2c1,5000,inactive,active
CHEMBL5890537,COc1cc(OCCN(C)C)cc2c(=O)c3ccc(Oc4ccc(CCC(=O)NC5CCCC5)nc4)cc3oc12,10000,inactive,active
CHEMBL5890738,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CN4CCCC(Oc5ccccc5)C4)ccc2N3)cc1O,2.7,inactive,inactive
CHEMBL5891509,CC(C)(C)n1nc(-c2[nH]c3cc(C(=O)NCCN4CCOCC4)ccc3c2Cl)c2c(N)ncnc21,30000,inactive,inactive
CHEMBL5891738,CNCCN(c1ccc2ncc(-c3cnn(C)c3)cc2n1)c1cc(OC)cc(OC)c1F,22.9,inactive,active
CHEMBL5891953,COCCn1cc(-c2ccc(F)cc2)c(=O)c2c(Nc3ccc(Oc4ccnc5cc(OCC(C)(C)O)ccc45)c(F)c3)nccc21,5000,inactive,active
CHEMBL5892017,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(C2CCCN2)n1,50,inactive,inactive
CHEMBL5892231,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNC3CCOCC3)ccc1N2,8.09,inactive,inactive
CHEMBL5892447,Cc1cn(-c2cc(NC(=O)Nc3ccc(F)c(Nc4ncccc4-c4ncnc5[nH]cnc45)c3F)cc(C(F)(F)F)c2)cn1,5400,inactive,inactive
CHEMBL5892500,CS(C)(=O)=NC(=O)c1cnc(N)c(-c2cc3cc(NC(=O)c4ccccc4)ccc3s2)c1,51,inactive,inactive
CHEMBL5892792,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CN4CC(O)C(NCCO)C4)ccc2N3)cc1O,0.522,inactive,active
CHEMBL5892852,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNC3CCCCC3C)ccc1N2,6.64,inactive,active
CHEMBL5892955,COc1cc2c(Nc3cc(Cl)c(Cl)c(Cl)c3)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,50,inactive,inactive
CHEMBL5893313,CC(C)(C)n1nc(-c2ccc3cc(C(=O)NCc4ccccc4)[nH]c3c2)c2c(N)ncnc21,30000,inactive,active
CHEMBL5893576,CC(C)n1nc(-c2cc3ccc(-c4ncco4)cc3[nH]2)c2c(N)ncnc21,1710,inactive,active
CHEMBL5893666,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNc3ccccc3)ccc1N2,87.9,inactive,active
CHEMBL5894064,CNC(=O)c1ccccc1Sc1ccc2c(C#Cc3cncc(NC(=O)NCCOCCOCCOCCOCCOC)c3)n[nH]c2c1,15,inactive,active
CHEMBL5894374,N#CCCCOc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3)c2c2c1OCCO2,275,inactive,active
CHEMBL5894575,CNC(=O)c1ccc2c(Cl)c(-c3nn(CC(F)(F)F)c4ncnc(N)c34)[nH]c2c1,14200,inactive,active
CHEMBL5895106,CCCC1CCN(Cc2ccc3c(c2)NC(=O)c2c(Nc4cc(O)c(C)cc4F)ccnc2N3)CC1,2.94,inactive,inactive
CHEMBL5895889,COc1ccc(-c2cc(COc3cc4ncnc(Nc5ccc(Cl)c(Cl)c5)c4cc3OC)on2)cc1,525,inactive,active
CHEMBL5895942,COc1cc2c(Nc3ccc(Br)c(Cl)c3Cl)ncnc2cc1OC[C@H]1CN2CCOCC2CO1,525,inactive,active
CHEMBL5896404,CNC(=O)c1ccc2c(Cl)c(-c3nn(CCO)c4ncnc(N)c34)[nH]c2c1,30000,inactive,active
CHEMBL5896542,Cc1cccc(C(=O)Nc2ccc3sc(-c4cccnc4N)cc3c2)c1,1278,inactive,inactive
CHEMBL5897083,CNC(=O)c1ccc2c(Cl)c(-c3nn(C4CCN(S(C)(=O)=O)CC4)c4ncnc(N)c34)[nH]c2c1,4580,inactive,active
CHEMBL5897264,CC(C)(C#N)c1cccc(C(=O)Nc2cc(Nc3ncccc3-c3ncnc4[nH]cnc34)c(F)cc2F)c1,29,inactive,inactive
CHEMBL5897349,CCN(CC)C(=O)COC1CCCN(Cc2ccc3c(c2)NC(=O)c2c(Nc4cc(O)c(C)cc4F)ccnc2N3)C1,2.3,inactive,inactive
CHEMBL5897900,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CN[C@H]4C[C@H](C(=O)O)C4)ccc2N3)cc1O,0.573,inactive,inactive
CHEMBL5897905,CNC(=O)c1[nH]c2cc(-c3nn(C(C)(C)C)c4ncnc(N)c34)ccc2c1C,733,inactive,active
CHEMBL5898027,CCOc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c2c2c1OCCO2,50,inactive,active
CHEMBL5898057,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CN4CCCC4)ccc2N3)cc1O,1.81,inactive,active
CHEMBL5898069,COC(=O)c1cnc(N)c(-c2cc3cc(NC(=O)c4occc4C)ccc3s2)c1,61,inactive,inactive
CHEMBL5898151,Nc1ncnc2c1c(-c1cc3cccnc3[nH]1)nn2C1CCCCC1,30000,inactive,inactive
CHEMBL5898306,CCn1nc(-c2[nH]c3ncccc3c2Cl)c2c(N)ncnc21,6400,inactive,inactive
CHEMBL5898834,Cc1cccc(-c2nn3c(c2-c2ccnc4ccc(C(N)=O)cc24)[C@H]2CC[C@@H]3C2)n1,1711,inactive,active
CHEMBL5898838,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@H]1CN2CCC[C@@H]2C(=O)N1C,10500,inactive,inactive
CHEMBL5898923,CNC(=O)c1ccc2cc(-c3nn(C(C)C)c4ccnc(N)c34)[nH]c2c1,9420,inactive,active
CHEMBL5899136,Cc1cc(OC[C@H]2CCCN2C)c2oc3cc(Oc4ccc(CCC(=O)NC5CCCC5)nc4)ccc3c(=O)c2c1,10000,inactive,active
CHEMBL5899341,CC(C)n1nc(-c2cc3cccnc3[nH]2)c2c(N)ncc(Cl)c21,466,inactive,inactive
CHEMBL5899773,COc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OC[C@H]1C[C@H]2CNC[C@H]2C1,525,inactive,inactive
CHEMBL5900160,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cc(C(=O)N=S(C)(C)=O)cnc3N)cc2)c1,6,inactive,inactive
CHEMBL5900211,COc1cc2c(Nc3cc(C(F)(F)F)ccc3Cl)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,50,inactive,inactive
CHEMBL5900676,CCN1CCN(CCCOc2cc(C)cc3c(=O)c4ccc(Oc5ccc(CCC(=O)NC6CCCC6)nc5)cc4oc23)CC1,10000,inactive,active
CHEMBL5900683,Nc1ncnc2c1c(-c1cc3ccccc3[nH]1)nn2C1CCC(NC(=O)C2CC2)CC1,13200,inactive,inactive
CHEMBL5900706,COc1cc(OC)c(F)c(N(CC2CCCO2)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1,38.9,inactive,inactive
CHEMBL5900757,COCCOc1cc2ncnc(Oc3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3F)c2c2c1OCCO2,50,inactive,active
CHEMBL5901041,CC(C)(C#N)c1cccc(C(=O)Nc2cccc(Nc3ncccc3-c3ncnc4[nH]cnc34)c2F)c1,12,inactive,inactive
CHEMBL5901951,Cn1cc(-c2cnc3ccc(C(=O)c4cccc(O)c4)nc3c2)cn1,100,inactive,inactive
CHEMBL5902106,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNCCCO)ccc1N2,11.2,inactive,inactive
CHEMBL5902836,COc1cc(OC)c(Cl)c(-c2cc3cnc(Nc4ccc(N5CCN6CCOC[C@@H]6C5)cc4)nc3n3cnnc23)c1,2.6,inactive,active
CHEMBL5902883,Cc1nc(N(C)c2ccc3c(c2)OCC3)c2cc(C)oc2n1,6.7,inactive,inactive
CHEMBL5903230,COc1cc2ncnc(Nc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2c2c1OCCO2,50,inactive,active
CHEMBL5903260,COc1cc(OC)cc(C(=O)c2cc3cc(-c4cnn(C)c4)cnc3cn2)c1,1000,inactive,inactive
CHEMBL5903273,CNCCN(c1cc2cc(-c3cnn(C)c3)cnc2cn1)c1c(F)c(OC)cc(OC)c1F,182,inactive,active
CHEMBL5903372,COCCOc1cc2ncnc(Oc3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)c(F)c3)c2c2c1OCCO2,50,inactive,active
